# program	FactoryGame-Core-Win64-Shipping.dll
# tag	UE5.2-Satisfactory
# image_base	180000000
# image_base_str	180000000
name	start	size	exec	init	read	write	md5
Headers	180000000	1024	0	1	1	0	1b5ff7fcd8a2cd74e99d22094e09c98a
.text	180001000	4893184	1	1	1	0	dae4b6ebb86599f62438b45b294e9da8
.uedbg	1804ac000	82944	1	1	1	0	0e4d3f721db1452ee05920dd69615737
.rdata	1804c1000	2040832	0	1	1	0	3c5d843d81a2fe40b289e95509f73d06
.data	1806b4000	1221412	0	1	1	1	142635681e7beef73deebf77d34ef5e2
.pdata	1807df000	294400	0	1	1	0	a97240ca6ef72a79d8c4c21e51be1219
_RDATA	180827000	150016	0	1	1	0	aaa32fa86d435c5f9677a8100699bbff
.rsrc	18084c000	60416	0	1	1	0	35bab36faeff2aed33b068b26fe5ff61
.reloc	18085b000	38912	0	1	1	0	a4f9028608a968ccfb2552f36070a530
tdb	ff00000000	6224	0	1	1	1	9e170a4d4fb961e4243fab3edb309dc8
