# program	UE427_Flying-Win64-DebugGame.exe
# tag	UE4.27-FlyingDbgGame
# image_base	140000000
# image_base_str	140000000
name	start	size	exec	init	read	write	md5
Headers	140000000	1536	0	1	1	0	95be600489fdf3afca3dd3af5d99c8e3
.text	140001000	120537600	1	1	1	0	c405ff8bf4a10ff36bf6864f451e474f
.uedbg	1472f6000	5697024	1	1	1	0	4a1028e33d00452b952e2b10a7ccc30e
.rdata	147865000	26706432	0	1	1	0	62c0f8f701314cdce6395cfd328a4a7f
.data	1491de000	7643860	0	1	1	1	d58a37b84ad7e215b696f51f0b94f46f
.pdata	149929000	6399488	0	1	1	0	335eaa147a26f9d773d21449dbf5263a
.lpp_pre	149f44000	512	0	1	1	0	00910183bf28d2a56057c20ed0f24d40
.lpp_pos	149f45000	512	0	1	1	0	874d9f250864999e42f7abe6deb85896
.msvcjmc	149f46000	512	0	1	1	1	393c810880d948e00f650d316a3604b7
.rodata	149f47000	4608	0	1	1	0	c75e62a9f690525b8d2c659435d30db3
_RDATA	149f49000	158720	0	1	1	0	71c1e8c127b01698677a7f0a696ae8de
.rsrc	149f70000	28160	0	1	1	0	1d6320e1b1882e3441568cbc2dcc2f68
.reloc	149f77000	1617920	0	1	1	0	03f2e671952f3ac20f50a91b7fd35429
tdb	ff00000000	6224	0	1	1	1	9e170a4d4fb961e4243fab3edb309dc8
