# program	DropIn.exe
# tag	UE4.24-DropIn
# image_base	140000000
# image_base_str	140000000
name	start	size	exec	init	read	write	md5
Headers	140000000	1536	0	1	1	0	ab581535c3b4a9c476e6f30477303318
.text	140001000	86853632	1	1	1	0	0f073590ce2ab83f9bccb7ee77a00f60
.uedbg	1452d6000	4298752	1	1	1	0	410483a22116972e49204fd33fac9aeb
.rdata	1456f0000	22879232	0	1	1	0	1d11308d7a9b39860518cd9b269f46d1
.data	146cc2000	6822440	0	1	1	1	b0ed9ad227897b66c187b45f0bbfd9dc
.pdata	147344000	5093376	0	1	1	0	bcd22132fd2d1ec32aa92474ef023396
.rodata	147820000	4608	0	1	1	0	c75e62a9f690525b8d2c659435d30db3
_RDATA	147822000	10240	0	1	1	0	4a4c3a6fb758b024f330bcda622510ac
.rsrc	147825000	73728	0	1	1	0	d85f61058d5dea615478351f27769ab8
.reloc	147837000	1538560	0	1	1	0	51a87c9e43b4e22b1a0b95578591569f
tdb	ff00000000	6224	0	1	1	1	9e170a4d4fb961e4243fab3edb309dc8
