# program	ThirdPerson53-Win64-DebugGame.exe
# tag	UE5.3-ThirdPersonDbgGame
# image_base	140000000
# image_base_str	140000000
name	start	size	exec	init	read	write	md5
Headers	140000000	1536	0	1	1	0	0588b7bd9b85809ce1fd6988343d0f33
.text	140001000	193974784	1	1	1	0	5279b61c0676d22382e23f8dc4623747
.uedbg	14b8ff000	1857024	1	1	1	0	a07ce81628961b8106bc46447fe77ac1
.rodata	14bac5000	2048	1	1	1	0	9a6e6196f00c1fab0db05e78891719fb
.rdata	14bac6000	44414464	0	1	1	0	c50e135c4e1fff871f01e1d83b4f2c67
.data	14e522000	5695892	0	1	1	1	e2c303f2722bbe692b2d95bdd375d88f
.pdata	14ea91000	10184704	0	1	1	0	4807ab2545c435a6af3351b493064c09
.msvcjmc	14f448000	512	0	1	1	1	393c810880d948e00f650d316a3604b7
_RDATA	14f449000	398848	0	1	1	0	1d59c1e3017c1287250ee515b5f850d9
.rsrc	14f4ab000	29696	0	1	1	0	0a3dcb10f27bc4cebf4667453015a968
.reloc	14f4b3000	2536960	0	1	1	0	d12f40208ffd0c395587092e6782f03b
