# program	FactoryGame-Engine-Win64-Shipping.dll
# tag	UE4.26-Satisfactory
# image_base	180000000
# image_base_str	180000000
name	start	size	exec	init	read	write	md5
Headers	180000000	1024	0	1	1	0	27eb61330e9562911ea744e53ebd4b7e
.text	180001000	16413184	1	1	1	0	520edd3d74a1c0cb456073e6a0997df5
.uedbg	180fa9000	194048	1	1	1	0	83b70e1555e9f55c057f9baf925223ba
.rdata	180fd9000	7932928	0	1	1	0	4d4e3104de3558fedee98e0b6e2a3e82
.data	18176a000	863512	0	1	1	1	30be6e05fdef49d3f3b110e599fca091
.pdata	18183d000	900096	0	1	1	0	b8e8ac8b8f39a8b0324802ae32712c0c
_RDATA	181919000	9216	0	1	1	0	a40195987236fe85a29643934a2b6e66
.rsrc	18191c000	60928	0	1	1	0	5e6d4825331d187325cefd25180babff
.reloc	18192b000	445952	0	1	1	0	46f6d65f13249fa041f5a51bb448ac33
tdb	ff00000000	6224	0	1	1	1	9e170a4d4fb961e4243fab3edb309dc8
