# program	ES2-Win64-Shipping.exe
# tag	UE4.25-Everspace2
# image_base	140000000
# image_base_str	140000000
name	start	size	exec	init	read	write	md5
Headers	140000000	1536	0	1	1	0	771e918add875ed7c2cffe60a396d87d
.text	140001000	51703296	1	1	1	0	aedf438c1fbc3a7f3c4bace5eaa5a33f
.rdata	143150000	14497792	0	1	1	0	8553883266f05736e4ed6ba99c2f3507
.data	143f24000	7520980	0	1	1	1	1bc60875b5f7b8040bbe92a2e93ead05
.pdata	144651000	2685440	0	1	1	0	cc4d51b9ec3c4fbade45b74687f4b1e4
.msvcjmc	1448e1000	512	0	1	1	1	393c810880d948e00f650d316a3604b7
.rodata	1448e2000	4608	0	1	1	0	c75e62a9f690525b8d2c659435d30db3
_RDATA	1448e4000	12288	0	1	1	0	a50ca02bc537c7381facfea660f40047
.rsrc	1448e7000	360448	0	1	1	0	7f009f1d2464bbca80eb12a72391c892
.reloc	14493f000	1213440	0	1	1	0	f985976992a5941345ed2937c5717827
tdb	ff00000000	6224	0	1	1	1	9e170a4d4fb961e4243fab3edb309dc8
