# program	ThirdPerson53-Win64-Shipping.exe
# tag	UE5.3-ThirdPerson
# image_base	140000000
# image_base_str	140000000
name	start	size	exec	init	read	write	md5
Headers	140000000	1536	0	1	1	0	0228412723b9a70e14992ce20b2cb1fb
.text	140001000	83189248	1	1	1	0	705f54e4383f15c3ae86bbebe3b65862
.rodata	144f57000	2048	1	1	1	0	9a6e6196f00c1fab0db05e78891719fb
.rdata	144f58000	23620608	0	1	1	0	e7723a235bbadb81676933c963628331
.data	1465df000	4746180	0	1	1	1	601b6655d48a4808cc79cca6f5465146
.pdata	146a66000	4361728	0	1	1	0	74c4234eeac60a3f77ea8609f8abde68
.msvcjmc	146e8f000	512	0	1	1	1	393c810880d948e00f650d316a3604b7
_RDATA	146e90000	382976	0	1	1	0	e8bf0221c91777fad3db2f7265e60f94
.rsrc	146eee000	29696	0	1	1	0	493d4679abcaf61107d8e0cb401c623d
.reloc	146ef6000	1651712	0	1	1	0	3f38e4b66721c9693d8edba37af8e954
