# program	StackOBot-Win64-Shipping.exe
# tag	UE5.8.1-StackOBot
# image_base	140000000
# image_base_str	140000000
name	start	size	exec	init	read	write	md5
Headers	140000000	1536	0	1	1	0	28afca97b1cc8aac64b4e05ce2d02fb2
.text	140001000	124963840	1	1	1	0	b885e569213a5f0e8540a839ab37205e
.rdata	14772e000	33044480	0	1	1	0	1baab2b3acb34cda6035d903a041515d
.data	1496b2000	6101316	0	1	1	1	8f7acbcd80663196c845aac0b703976e
.pdata	149c84000	6191104	0	1	1	0	47165ddc1068162c2d34500630edc330
.msvcjmc	14a26c000	512	0	1	1	1	393c810880d948e00f650d316a3604b7
.rodata	14a26d000	2048	0	1	1	0	d7dc06b01db975d1805676b988833516
_RDATA	14a26e000	383488	0	1	1	0	cfa1ad884cf4f9ec7d5a3cfc2b4fe879
.rsrc	14a2cc000	67584	0	1	1	0	f82435ecfe573b6a2ee7430059437419
.reloc	14a2dd000	2501632	0	1	1	0	27274907f014a2196def0b26e1c54f15
tdb	ff00000000	6224	0	1	1	1	9e170a4d4fb961e4243fab3edb309dc8
